Name,Age,Hometown,Country,Boarded,Destination,Lifeboat,Class,Survive,Title,CountryBin,AgeBin,FamilySize,isAlone,AgeBin_Code,CountryBin_Code,Title_Code
"Asplund, Master Edvin Rojj Felix",3,"Alseda, Småland",Sweden,Southampton,"Worcester, Massachusetts, US",1,3,1,Master,Sweden,minors,8,0,1.0,1.0,4.0
"Asplund, Mr. Johan Charles",23,"Oskarshamn, Kalmar",Sweden,Southampton,"Minneapolis, Minnesota, US",1,3,1,Mr,Sweden,young adults,8,0,3.0,1.0,6.0
"Assaf, Mrs. Mariyam (née Khalil)",45,Kafr Mishki,Syria,Cherbourg,"Ottawa, Ontario, Canada",1,3,1,Mrs,Syria,adults,1,1,0.0,2.0,7.0
"Assam, Mr. Ali",23,Buenos Aires,Argentina,Southampton,New York City,0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Attala, Mr. Sleiman",30,"Ottawa, Ontario",Canada,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Atta Allah, Miss Malakah",17,Beirut,Syria,Cherbourg,New York City,0,3,0,Miss,Syria,minors,1,1,1.0,2.0,5.0
"Augustsson, Mr. Albert",23,"Krakoryd, Småland",Sweden,Southampton,"Bloomington, Indiana, US",0,3,0,Mr,Sweden,young adults,1,1,3.0,1.0,6.0
"Ayyub Dahir, Miss Bannurah",15,Beirut,Syria,Cherbourg,"Owen Sound, Ontario, Canada",1,3,1,Miss,Syria,minors,1,1,1.0,2.0,5.0
"Bakus, Mr. Raful",20,Unknown,Syria,Cherbourg,New York City,0,3,0,Mr,Syria,young adults,1,1,3.0,2.0,6.0
"Backström, Mr. Karl Alfred",32,Kotka,Finland,Southampton,New York City,0,3,0,Mr,Other,adults,2,0,0.0,0.0,6.0
"Backström, Mrs. Maria Mathilda (née Gustafsson)[74][94]",33,Kotka,Finland,Southampton,New York City,1,3,1,Mrs,Other,adults,2,0,0.0,0.0,7.0
"Badman, Miss Emily Louisa",18,"Clevedon, North Somerset",UK,Southampton,"Skaneateles, New York, US",1,3,1,Miss,UK,minors,1,1,1.0,3.0,5.0
"Badt, Mr. Mohamed",40,Tripoli,Syria,Cherbourg,New York City,0,3,0,Mr,Syria,adults,1,1,0.0,2.0,6.0
"Bakić, Mr. Kerim",26,Bosanska Krupa,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Banski, Mrs. Mara (née Osman)",31,Vagovina,Croatia,Southampton,"Steelton, Pennsylvania, US",1,3,1,Mrs,Other,adults,1,1,0.0,0.0,7.0
"Baqlini, Mrs. Mariyam Latifa (née Qurban)",24,Ḑuhūr ash Shuwayr,Syria,Cherbourg,"Brooklyn, New York, US",1,3,1,Mrs,Syria,young adults,3,0,3.0,2.0,7.0
"Baqlini, Miss Mariya Katarin",5,Ḑuhūr ash Shuwayr,Syria,Cherbourg,"Brooklyn, New York, US",1,3,1,Miss,Syria,minors,3,0,1.0,2.0,5.0
"Baqlini, Miss Eujini",4,Ḑuhūr ash Shuwayr,Syria,Cherbourg,"Brooklyn, New York, US",1,3,1,Miss,Syria,minors,3,0,1.0,2.0,5.0
"Barbarah, Mrs. Katarin Dawud",45,Kafr Mishki,Syria,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Mrs,Syria,adults,2,0,0.0,2.0,7.0
"Barbarah, Miss Saidah",18,Kafr Mishki,Syria,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Miss,Syria,minors,2,0,1.0,2.0,5.0
"Barry, Miss Julia",26,"New York City, New York",US,Queenstown,New York City,0,3,0,Miss,US,young adults,1,1,3.0,4.0,5.0
"Barton, Mr. David John",22,"Cambridge, Cambridgeshire",UK,Southampton,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Beavan, Mr. William Thomas",18,"Fillingham, Lincolnshire",UK,Southampton,"Russell, US",0,3,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Bengtsson, Mr. Johan Viktor",26,"Fridhemsberg, Halland",Sweden,Southampton,"Monee, Illinois, US",0,3,0,Mr,Sweden,young adults,1,1,3.0,1.0,6.0
"Berglund, Mr. Karl Ivar Sven",22,Firtby,Finland,Southampton,New York City,0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Betros, Mr. Tannous",20,Zgharta,Syria,Cherbourg,"Waterbury, Connecticut, US",0,3,0,Mr,Syria,young adults,1,1,3.0,2.0,6.0
"Birkeland, Mr. Hans Martin Monsen",21,Bremnes,Norway,Southampton,New York City,0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Björklund, Mr. Ernst Herbert",18,Stockholm,Sweden,Southampton,New York City,0,3,0,Mr,Sweden,minors,1,1,1.0,1.0,6.0
"Bostandyeff, Mr. Guentcho",26,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Bourke, Mr. John",42,"Carrowskehine, Mayo",UK,Queenstown,"Chicago, Illinois, US",0,3,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"Bourke, Mrs. Catherine (née McHugh)",32,"Carrowskehine, Mayo",UK,Queenstown,"Chicago, Illinois, US",0,3,0,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Bourke, Miss Mary",40,"Carrowskehine, Mayo",UK,Queenstown,"Chicago, Illinois, US",0,3,0,Miss,UK,adults,3,0,0.0,3.0,5.0
"Bowen, Mr. David John ""Dai""",20,"Treherbert, Glamorgan",UK,Southampton,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Bradley, Miss Bridget Delia",22,"Kingwilliamstown, Cork",UK,Queenstown,"Glen Falls, New York, US",1,3,1,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Braf, Miss Elin Ester Maria",20,"Medeltorp, Småland",Sweden,Southampton,"Chicago, Illinois, US",0,3,0,Miss,Sweden,young adults,1,1,3.0,1.0,5.0
"Braund, Mr. Lewis Richard",29,"Bridgerule, Devon",UK,Southampton,"Qu'Appelle Valley, Saskatchewan, Canada",0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Braund, Mr. Owen Harris",22,"Bridgerule, Devon",UK,Southampton,"Qu'Appelle Valley, Saskatchewan, Canada",0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Brobeck, Mr. Karl Rudolf",22,"Norrköping, Östergötland",Sweden,Southampton,"Worcester, Massachusetts, US",0,3,0,Mr,Sweden,young adults,1,1,3.0,1.0,6.0
"Brocklebank, Mr. William Alfred",35,"Broomfield, Essex",UK,Southampton,New York City,0,3,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Buckley, Mr. Daniel",21,"Kingwilliamstown, Cork",UK,Queenstown,New York City,1,3,1,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Buckley, Miss Catherine",22,"Ovens, Cork",UK,Queenstown,"Roxbury, Massachusetts, US",0,3,0,Miss,UK,young adults,2,0,3.0,3.0,5.0
"Bulus, Mrs. Sultanah (née Rizq)",40,Unknown,Syria,Cherbourg,"Kent, British Columbia, Canada",0,3,0,Mrs,Syria,adults,3,0,0.0,2.0,7.0
"Bulus, Master Akar",9,Unknown,Syria,Cherbourg,"Kent, British Columbia, Canada",0,3,0,Master,Syria,minors,3,0,1.0,2.0,4.0
"Bulus, Miss Nur-al-Ayn",7,Unknown,Syria,Cherbourg,"Kent, British Columbia, Canada",0,3,0,Miss,Syria,minors,3,0,1.0,2.0,5.0
"Burke, Mr. Jeremiah",19,"Glanmire, Cork",UK,Queenstown,"Charlestown, US",0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Burns, Miss Mary Delia",17,"Kilmacowen, Sligo",UK,Queenstown,New York City,0,3,0,Miss,UK,minors,1,1,1.0,3.0,5.0
"Butrus-Youssef, Mrs. Katarin (née Rizk)",24,Sar'al[95],Syria,Cherbourg,"Detroit, Michigan, US",1,3,1,Mrs,Syria,young adults,3,0,3.0,2.0,7.0
"Butrus-Youssef, Master Makhkhul",4,Sar'al[95],Syria,Cherbourg,"Detroit, Michigan, US",1,3,1,Master,Syria,minors,3,0,1.0,2.0,4.0
"Butrus-Youssef, Miss Marianna",2,Sar'al[95],Syria,Cherbourg,"Detroit, Michigan, US",1,3,1,Miss,Syria,minors,3,0,1.0,2.0,5.0
"Čačić, Mr. Jego Grga",18,Široka Kula,Croatia,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,minors,4,0,1.0,0.0,6.0
"Čačić, Mr. Luka",38,Široka Kula,Croatia,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,adults,4,0,0.0,0.0,6.0
"Čačić, Miss Marija",30,Široka Kula,Croatia,Southampton,"Chicago, Illinois, US",0,3,0,Miss,Other,young adults,4,0,3.0,0.0,5.0
"Čačić, Miss Manda",21,Široka Kula,Croatia,Southampton,"Chicago, Illinois, US",0,3,0,Miss,Other,young adults,4,0,3.0,0.0,5.0
"Čalić, Mr. Jovo",17,Brezik,Croatia,Southampton,"Sault Ste. Marie, Michigan, US",0,3,0,Mr,Other,minors,2,0,1.0,0.0,6.0
"Čalić, Mr. Petar",17,Brezik,Croatia,Southampton,"Sault Ste. Marie, Michigan, US",0,3,0,Mr,Other,minors,2,0,1.0,0.0,6.0
"Canavan, Miss Mary",22,"Tonacrick, Clare",UK,Queenstown,"Philadelphia, Pennsylvania, US",0,3,0,Miss,UK,young adults,2,0,3.0,3.0,5.0
"Canavan, Mr. Patrick ""Peter""",21,"Knockmaria, Mayo",UK,Queenstown,"Philadelphia, Pennsylvania, US",0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Cann, Mr. Ernest Charles",21,"Penwithick, Cornwall",UK,Southampton,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Caram, Mr. Joseph",28,Kfar Mechi,Syria,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Mr,Syria,young adults,2,0,3.0,2.0,6.0
"Caram, Mrs. Maria (née Elias)",18,Kfar Mechi,Syria,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Mrs,Syria,minors,2,0,1.0,2.0,7.0
"Carlsson, Mr. Carl Robert",24,"Göteborg, Västergötland",Sweden,Southampton,"Huntley, Illinois, US",0,3,0,Mr,Sweden,young adults,2,0,3.0,1.0,6.0
"Carlsson, Mr. August Sigfrid",24,"Dagsås, Halland",Sweden,Southampton,"Tower, Minnesota, US",0,3,0,Mr,Sweden,young adults,2,0,3.0,1.0,6.0
"Carr, Miss Jane",47,"Aclare, Sligo",UK,Queenstown,"Hartford, Connecticut, US",0,3,0,Miss,UK,adults,1,1,0.0,3.0,5.0
"Carver, Mr. Alfred John",28,"Southampton, Hampshire",UK,Southampton,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Chang, Mr. Chip",32,Hong Kong,China,Southampton,New York City,1,3,1,Mr,Other,adults,1,1,0.0,0.0,6.0
"Charters, Mr. David",28,"Ballinalee, Longford",UK,Queenstown,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Cheong, Mr. Foo",32,Hong Kong,China,Southampton,New York City,1,3,1,Mr,Other,adults,1,1,0.0,0.0,6.0
"Christmann, Mr. Emil",29,London,UK,Southampton,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Chronopoulos, Mr. Apostolos",26,"Agios Sostis, Peloponnese",Greece,Cherbourg,New York City,0,3,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Chronopoulos, Mr. Dimitrios",18,"Agios Sostis, Peloponnese",Greece,Cherbourg,New York City,0,3,0,Mr,Other,minors,2,0,1.0,0.0,6.0
"Coelho, Mr. Domingos Fernandes",20,"Funchal, Madeira Islands",Portugal,Southampton,New York City,0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Cohen, Mr. Gershon ""Gus""",18,London,UK,Southampton,"Brooklyn, New York, US",1,3,1,Mr,UK,minors,1,1,1.0,3.0,6.0
"Colbert, Mr. Patrick",24,"Kilkinlea, Limerick",UK,Queenstown,"Sherbrooke, Quebec, Canada",0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Coleff, Mr. Fotio",24,"Debnevo, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Coltcheff, Mr. Peju",36,"Gumostnik, Lovec",Bulgaria,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Conlon, Mr. Thomas Henry",31,"Philadelphia, Pennsylvania",US,Queenstown,"Philadelphia, Pennsylvania, US",0,3,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Connaghton, Mr. Michael",31,"Brooklyn, New York",US,Queenstown,"Brooklyn, New York, US",0,3,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Connolly, Miss Catherine ""Kate""",35,"Bank Place, Tipperary",UK,Queenstown,"Dobbs Ferry, New York, US",0,3,0,Miss,UK,adults,2,0,0.0,3.0,5.0
"Connolly, Miss Katherine ""Kate""",22,"Cortrasna, Cavan",UK,Queenstown,New York City,1,3,1,Miss,UK,young adults,2,0,3.0,3.0,5.0
"Connors, Mr. Patrick John",61,"Charleville, Cork",UK,Queenstown,New York City,0,3,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Cook, Mr. Jacob(Kukk, Mr. Jakob?)",43,Unknown(Estonia?),Russia,Southampton,New York City,0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Čor, Mr. Bartol",35,Kricina,Croatia,Southampton,"Great Falls, Montana, US",0,3,0,Mr,Other,adults,3,0,0.0,0.0,6.0
"Čor, Mr. Ivan",27,Kricina,Croatia,Southampton,"Great Falls, Montana, US",0,3,0,Mr,Other,young adults,3,0,3.0,0.0,6.0
"Čor, Mr. Liudevit",19,Kricina,Croatia,Southampton,"Great Falls, Montana, US",0,3,0,Mr,Other,young adults,3,0,3.0,0.0,6.0
"Corn, Mr. Henry ""Harry""",30,London,UK,Southampton,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Corr, Miss Helen",16,"Corglass, Longford",UK,Queenstown,New York City,1,3,1,Miss,UK,minors,1,1,1.0,3.0,5.0
"Coutts, Mrs. Mary Winnie (née Trainer)",36,London,UK,Southampton,"Brooklyn, New York, US",1,3,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Coutts, Master William Loch ""Willie""",9,London,UK,Southampton,"Brooklyn, New York, US",1,3,1,Master,UK,minors,3,0,1.0,3.0,4.0
"Coutts, Master Neville Leslie",3,London,UK,Southampton,"Brooklyn, New York, US",1,3,1,Master,UK,minors,3,0,1.0,3.0,4.0
"Coxon, Mr. Daniel",59,London,UK,Southampton,"Merrill, Wisconsin, US",0,3,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Crease, Mr. Ernest James",19,"Bristol, Avon",UK,Southampton,"Cleveland, Ohio, US",0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Cribb, Mr. John Hatfield",44,"Bournemouth, Dorset",UK,Southampton,"Newark, New Jersey, US",0,3,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Cribb, Miss Laura Mae",16,"Bournemouth, Dorset",UK,Southampton,"Newark, New Jersey, US",1,3,1,Miss,UK,minors,2,0,1.0,3.0,5.0
"Cui, Mr. Owen",16,Hong Kong,China,Southampton,New York City,0,3,0,Mr,Other,minors,1,1,1.0,0.0,6.0
"Čulumović, Mr. Jeso",17,Lipova Glavica,Croatia,Southampton,"Hammond, Indiana, US",0,3,0,Mr,Other,minors,1,1,1.0,0.0,6.0
"Dahir, Mr. Tannous",28,Beirut,Syria,Cherbourg,"Youngstown, Ohio, US",0,3,0,Mr,Syria,young adults,1,1,3.0,2.0,6.0
"Dahl, Mr. Charles Edwart",45,"Adelaide, South Australia",Australia,Southampton,"Fingal, North Dakota, US",1,3,1,Mr,Other,adults,1,1,0.0,0.0,6.0
"Dahlberg, Miss Gerda Ulrika",22,Stockholm,Sweden,Southampton,"Chicago, Illinois, US",0,3,0,Miss,Sweden,young adults,1,1,3.0,1.0,5.0
"Dakić, Mr. Branko",19,Gornji Miholjac,Croatia,Southampton,New York City,0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Daly, Miss Margaret ""Maggie""",30,"Athlone, Westmeath",UK,Queenstown,New York City,1,3,1,Miss,UK,young adults,2,0,3.0,3.0,5.0
"Daly, Mr. Eugene Patrick",29,"Athlone, Westmeath",UK,Queenstown,New York City,1,3,1,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Danbom, Mr. Ernst Gilbert",34,"Göteborg, Västergötland",Sweden,Southampton,"Stanton, Iowa, US",0,3,0,Mr,Sweden,adults,2,0,0.0,1.0,6.0
"Danbom, Mrs. Anna Sigrid Maria (née Brogren)",28,"Göteborg, Västergötland",Sweden,Southampton,"Stanton, Iowa, US",0,3,0,Mrs,Sweden,young adults,2,0,3.0,1.0,7.0
"Danoff, Mr. Yoto",27,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Dantcheff, Mr. Ristju",25,"Terziysko, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Davies, Mr. Evan",22,"Pontardawe, West Glamorgan",UK,Southampton,"Pontiac, Michigan, US",0,3,0,Mr,UK,young adults,4,0,3.0,3.0,6.0
"Davies, Mr. Alfred John",24,"West Bromwich, Staffordshire",UK,Southampton,"Pontiac, Michigan, US",0,3,0,Mr,UK,young adults,4,0,3.0,3.0,6.0
"Davies, Mr. John Samuel",21,"West Bromwich, Staffordshire",UK,Southampton,"Pontiac, Michigan, US",0,3,0,Mr,UK,young adults,4,0,3.0,3.0,6.0
"Davies, Mr. Joseph",17,"West Bromwich, Staffordshire",UK,Southampton,"Pontiac, Michigan, US",0,3,0,Mr,UK,minors,4,0,1.0,3.0,6.0
"Davison, Mr. Thomas Henry ""Harry""",32,"Liverpool, Merseyside",UK,Southampton,"Bedford, Indiana, US",0,3,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Davison, Mrs. Mary Elizabeth",34,"Liverpool, Merseyside",UK,Southampson,"Bedford, Indiana, US",1,3,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"De Messemaeker, Mr. Guillaume Joseph",36,"Tampico, Montana",US,Southampton,"Tampico, Montana, US",1,3,1,Mr,US,adults,2,0,0.0,4.0,6.0
"De Messemaeker, Mrs. Anna (née de Becker)",36,"Tampico, Montana",US,Southampton,"Tampico, Montana, US",1,3,1,Mrs,US,adults,2,0,0.0,4.0,7.0
"de Mulder, Mr. Theodoor",36,"Aspelare, East Flanders",Belgium,Southampton,"Detroit, Michigan, US",1,3,1,Mr,Other,adults,2,0,0.0,0.0,6.0
"de Pelsmaeker, Mr. Alfons",16,"Heldergem, Haaltert, East Flanders",Belgium,Southampton,"Gladstone, Michigan, US",0,3,0,Mr,Other,minors,2,0,1.0,0.0,6.0
"Dean, Mr. Bertram Frank",25,"Bartley Farm, Hampshire",UK,Southampton,"Wichita, Kansas, US",0,3,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Dean, Mrs. Eva Georgetta (née Light)",32,"Bartley Farm, Hampshire",UK,Southampton,"Wichita, Kansas, US",1,3,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Dean, Master Bertram Vere",1,"Bartley Farm, Hampshire",UK,Southampton,"Wichita, Kansas, US",1,3,1,Master,UK,minors,3,0,1.0,3.0,4.0
"Delalić, Mr. Redjo",25,Bakić,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Denkoff, Mr. Mitto",30,Unknown,Bulgaria,Southampton,"Coon Rapids, Iowa, US",0,3,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Dennis, Mr. William",26,"Week St Mary, Cornwall",UK,Southampton,"Saskatoon, Saskatchewan, Canada",0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Dennis, Mr. Samuel",22,"Week St Mary, Cornwall",UK,Southampton,"Saskatoon, Saskatchewan, Canada",0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Devaney, Miss Margaret Delia",19,"Kilmacowen, Sligo",UK,Queenstown,New York City,1,3,1,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Dika, Mr. Mirko",17,Podgora,Croatia,Southampton,"Vancouver, British Columbia, Canada",0,3,0,Mr,Other,minors,1,1,1.0,0.0,6.0
"Dimić, Mr. Jovan",42,Ostrovica,Croatia,Southampton,"Red Lodge, Montana, US",0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Dintcheff, Mr. Valtcho",43,Unknown,Bulgaria,Southampton,"Tulsa, Oklahoma, US",0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Donohoe, Miss Bridget",21,"Cum, Mayo",UK,Queenstown,"Chicago, Illinois, US",0,3,0,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Dooley, Mr. Patrick J.",43,"Patrickswell, Limerick",UK,Queenstown,New York City,0,3,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Dorking, Mr. Edward Arthur",18,"Liss, Hampshire",UK,Southampton,"Oglesby, Illinois, US",1,3,1,Mr,UK,minors,1,1,1.0,3.0,6.0
"Doherty, Mr. William John (aka ""James Moran"")",22,Cork,UK,Queenstown,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Dowdell, Miss Elizabeth",31,"New York City, New York",US,Southampton,New York City,1,3,1,Miss,US,adults,1,1,0.0,4.0,5.0
"Doyle, Miss Elizabeth",24,"Bree, Wexford",UK,Queenstown,New York City,0,3,0,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Draženović, Mr. Jozef",33,Hrastelnica,Croatia,Cherbourg,New York City,0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Dropkin, Miss Jennie",24,Mogilev,Belarus,Southampton,New York City,1,3,1,Miss,Other,young adults,1,1,3.0,0.0,5.0
"Duquemin, Mr. Joseph Pierre",19,"Saint Sampson, Guernsey, Channel Islands",UK,Southampton,"Albion, New York, US",1,3,1,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Dwan, Mr. Frank",65,"Bunmahon, Waterford",UK,Queenstown,"Morris Plains, New Jersey, US",0,3,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Dyker, Mr. Adolf Fredrik",23,"New Haven, Connecticut",US,Southampton,"New Haven, Connecticut, US",0,3,0,Mr,US,young adults,2,0,3.0,4.0,6.0
"Dyker, Mrs. Anna Elisabeth Judith (née Andersson)",22,"New Haven, Connecticut",US,Southampton,"New Haven, Connecticut, US",1,3,1,Mrs,US,young adults,2,0,3.0,4.0,7.0
"Edvardsson, Mr. Gustaf Hjalmar",18,"Tofta, Uppland",Sweden,Southampton,"Joliet, Illinois, US",0,3,0,Mr,Sweden,minors,1,1,1.0,1.0,6.0
"Eklund, Mr. Hans Linus",16,"Kårberg, Örebro",Sweden,Southampton,"Jerome Junction, Arizona, US",0,3,0,Mr,Sweden,minors,1,1,1.0,1.0,6.0
"Ekström, Mr. Johan",45,"Effington Rut, South Dakota",US,Southampton,"Effington Rut, South Dakota, US",0,3,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Elias, Mr. Dibo",29,Unknown,Syria,Cherbourg,New York City,0,3,0,Mr,Syria,young adults,3,0,3.0,2.0,6.0
"Elias, Mr. Joseph Jr.",15,"Kafr Mishki, Syria",Syria,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Mr,Syria,minors,3,0,1.0,2.0,6.0
"Elias Nasrallah, Mr. Tannous",17,"Kafr Mishki, Syria",Syria,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Mr,Syria,minors,3,0,1.0,2.0,6.0
"Elsbury, Mr. William James",47,"Taunton, Somerset",UK,Southampton,"Gurnee, Illinois, US",0,3,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Emanuel, Miss Virginia Ethel",6,"New York City, New York",US,Southampton,New York City,1,3,1,Miss,US,minors,1,1,1.0,4.0,5.0
"Estanislau, Mr. Manuel Gonçalves",37,"Calheta, Madeira",Portugal,Southampton,New York City,0,3,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Everett, Mr. Thomas James",39,"Bristol, Avon",UK,Southampton,"Troy, New York, US",0,3,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Fardon, Mr. Charles R.(alias Charles Franklin)",38,"Wellingborough, Northamptonshire",UK,Cherbourg,Canada,0,3,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Farrell, Mr. James ""Jim""",25,"Killoe, Longford",UK,Queenstown,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Finoli, Mr. Luigi",34,"Philadelphia, Pennsylvania",US,Southampton,"Philadelphia, Pennsylvania, US",1,3,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Fischer, Mr. Eberhard Thelander",18,"Björkeberga, Skåne",Sweden,Southampton,New York City,0,3,0,Mr,Sweden,minors,1,1,1.0,1.0,6.0
"Fleming, Miss Honora ""Nora""",22,"Carrowskehine, Mayo",UK,Queenstown,New York City,0,3,0,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Flynn, Mr. James",28,"Cuilkillew, Mayo",UK,Queenstown,New York City,0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Flynn, Mr. John",42,"Clonbur, Galway",UK,Queenstown,"Pittsburgh, Pennsylvania, US",0,3,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Foley, Mr. Joseph",19,"Broadford, Limerick",UK,Queenstown,"Larchmont, New York, US",0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Foley, Mr. William",20,"Donoughmore, Cork",UK,Queenstown,New York City,0,3,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Ford, Mr. Arthur",22,"Bridgwater, Somerset",UK,Southampton,"Elmira, New York, US",0,3,0,Mr,UK,young adults,6,0,3.0,3.0,6.0
"Ford, Mrs. Margaret Ann (née Watson)",48,"Rotherfield, East Sussex",UK,Southampton,"Essex County, New Jersey, US",0,3,0,Mrs,UK,adults,6,0,0.0,3.0,7.0
"Ford, Miss Dollina Margaret",20,"Rotherfield, East Sussex",UK,Southampton,"Essex County, New Jersey, US",0,3,0,Miss,UK,young adults,6,0,3.0,3.0,5.0
"Ford, Mr. Edward Watson",18,"Rotherfield, East Sussex",UK,Southampton,"Essex County, New Jersey, US",0,3,0,Mr,UK,minors,6,0,1.0,3.0,6.0
"Ford, Mr. William Neal Thomas",16,"Rotherfield, East Sussex",UK,Southampton,"Essex County, New Jersey, US",0,3,0,Mr,UK,minors,6,0,1.0,3.0,6.0
"Ford, Miss Robina Maggie",7,"Rotherfield, East Sussex",UK,Southampton,"Essex County, New Jersey, US",0,3,0,Miss,UK,minors,6,0,1.0,3.0,5.0
"Fox, Mr. Patrick",28,"Mullingar, Westmeath",UK,Queenstown,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Gallagher, Mr. Martin",29,"Caltra, Galway",UK,Queenstown,New York City,0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Garfirth, Mr. John",21,"Wollaston, Northamptonshire",UK,Southampton,"Kitchener, Ontario, Canada",0,3,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Gerios Thamah, Mr. Assaf",21,Kafr Mishki,Syria,Cherbourg,"Ottawa, Ontario, Canada",0,3,0,Mr,Syria,young adults,1,1,3.0,2.0,6.0
